ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Since,Total_Spending,Total_Children,AgeGroup,Cluster,KMeans_Cluster_Names,PCA1,PCA2,GMM_Cluster,GMM_Confidence,GMM_Cluster_Names
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81,4662,682,0,70+,2,High-Value Store Loyalists,0.8618609340306962,0.6169170951819355,1,0.5200404679330058,High-Value Store Customers
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63,4890,663,1,60-69,1,High-Value At-Risk Customers,1.204235193158281,1.0999718518806059,1,0.9874701575362751,High-Value Store Customers
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47,4533,43,1,40-49,0,Recent Low-Value Customers,-0.8606649881112013,-0.32994734329917363,0,0.8547486142064443,Low-Value Customers
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54,4882,1816,1,50-59,3,Dormant / Disengaged Customers,1.119475784569541,1.0265056068234928,3,0.9999999348648497,High-Value Omnichannel Customers
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76,4486,976,1,70+,1,High-Value At-Risk Customers,2.220327960232082,0.5802389304593032,1,0.9981915936277633,High-Value Store Customers
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81,4900,746,0,70+,1,High-Value At-Risk Customers,2.2036032025760934,-0.760370332985969,1,0.9998244365567757,High-Value Store Customers
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,5140,64,2,70+,4,High-Value Omnichannel Customers,-2.064339220692743,1.5863993137650199,0,0.9117563895040391,Low-Value Customers
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,4674,32,1,60-69,5,Low-Engagement Mature Customers,-1.2442466622227641,-0.9332303309618837,0,0.9428398307754539,Low-Value Customers
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35,4995,263,0,30-39,0,Recent Low-Value Customers,-1.9182896340599016,-1.823171651175035,2,0.9988103012447981,Mid-Value Active Customers
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40,5122,1445,1,30-39,3,Dormant / Disengaged Customers,1.2209994138386515,-0.08167051309090306,3,0.9999999999976534,High-Value Omnichannel Customers
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,4821,46,1,60-69,5,Low-Engagement Mature Customers,-1.1099428585514335,0.5780716264184518,0,0.9524756758455606,Low-Value Customers
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,5047,1210,0,70+,2,High-Value Store Loyalists,2.3068856194627254,-1.3658921756565578,1,0.822184140051469,High-Value Store Customers
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49,4657,945,1,40-49,3,Dormant / Disengaged Customers,1.2558762243326977,0.9395115778244544,1,0.9974921539219231,High-Value Store Customers
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,4793,1157,0,30-39,3,Dormant / Disengaged Customers,2.0480383627408414,1.225759558887243,1,0.9991196992024913,High-Value Store Customers
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33,4821,137,0,30-39,4,High-Value Omnichannel Customers,-1.7973351173957022,0.5155447623092592,2,0.9932754119662832,Mid-Value Active Customers
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66,5008,730,1,60-69,1,High-Value At-Risk Customers,1.467124555916035,-0.10495028336824949,1,0.9703890162583778,High-Value Store Customers
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44,4848,216,1,40-49,4,High-Value Omnichannel Customers,-1.3808678243955832,1.2401010792331257,2,0.9999023432797086,Mid-Value Active Customers
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46,4906,943,1,40-49,3,Dormant / Disengaged Customers,1.811144961653461,-1.5113380175862476,1,0.9711582676082533,High-Value Store Customers
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61,4700,347,2,60-69,4,High-Value Omnichannel Customers,-0.33269112081751717,1.0253095242137913,2,0.9993351300224032,Mid-Value Active Customers
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66,4552,1924,0,60-69,1,High-Value At-Risk Customers,2.892312900793474,1.409054357755641,1,0.9955203024551287,High-Value Store Customers
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,4862,397,1,70+,5,Low-Engagement Mature Customers,-0.3230161124440134,0.10178428429705515,2,0.9988428720648371,Mid-Value Active Customers
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,4889,2089,0,40-49,3,Dormant / Disengaged Customers,2.8160639398628016,0.10689721697386238,1,0.9926028841744741,High-Value Store Customers
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,4959,138,2,60-69,5,Low-Engagement Mature Customers,-1.5727631323534994,-1.3169793823156486,2,0.9889265009374271,Mid-Value Active Customers
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,4812,42,1,30-39,4,High-Value Omnichannel Customers,-2.296326723596674,0.836966177264995,0,0.9848802550633463,Low-Value Customers
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,4758,777,0,60-69,1,High-Value At-Risk Customers,1.2905101428495473,-0.27670253607731254,1,0.9995312537830161,High-Value Store Customers
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,4568,1902,0,70+,1,High-Value At-Risk Customers,3.1356810870301985,-0.7181031062121767,1,0.9870550565494809,High-Value Store Customers
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,4601,52,2,50-59,4,High-Value Omnichannel Customers,-1.7672095064464604,0.6619872366604632,0,0.9819809560193046,Low-Value Customers
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,4568,1651,0,30-39,3,Dormant / Disengaged Customers,0.870434887738092,1.529600044647834,3,0.9999996953293169,High-Value Omnichannel Customers
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,4765,358,0,30-39,0,Recent Low-Value Customers,-0.46126965666839415,-0.31983496980133813,2,0.9904480167384205,Mid-Value Active Customers
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,5085,1727,0,70+,1,High-Value At-Risk Customers,1.5717547737563276,0.9658763143883864,3,0.9999999999811067,High-Value Omnichannel Customers
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,5107,210,1,30-39,0,Recent Low-Value Customers,-1.8527597049804123,-0.43728205817857824,2,0.9998613054866337,Mid-Value Active Customers
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,5020,42,1,30-39,4,High-Value Omnichannel Customers,-2.2739600616702567,0.7415397331775314,0,0.994839594608333,Low-Value Customers
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,4662,1291,0,60-69,1,High-Value At-Risk Customers,2.294563394123266,-0.4672269869450437,1,0.9976029394198969,High-Value Store Customers
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,4469,442,0,40-49,4,High-Value Omnichannel Customers,0.1058612183505478,0.9148795258404289,2,0.8870732503643155,Mid-Value Active Customers
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,5134,1895,0,60-69,2,High-Value Store Loyalists,0.631152374814097,-1.1392984587474015,3,0.9999999999904343,High-Value Omnichannel Customers
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,4686,411,2,60-69,5,Low-Engagement Mature Customers,0.09386341497488349,0.5787046134552638,2,0.9905955447399538,Mid-Value Active Customers
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,4947,521,1,40-49,4,High-Value Omnichannel Customers,0.13253209463696689,0.8897407869606951,2,0.5400281468445846,Mid-Value Active Customers
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,4732,1168,1,50-59,3,Dormant / Disengaged Customers,1.3957966861078512,1.0577942846017205,1,0.9988113648599588,High-Value Store Customers
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,4459,493,2,40-49,2,High-Value Store Loyalists,0.2022818316728517,-0.5960466478425184,2,0.9861291671069533,Mid-Value Active Customers
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,4879,260,2,60-69,5,Low-Engagement Mature Customers,-0.017172093090328914,0.8946363807338873,2,0.999611143664502,Mid-Value Active Customers
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,4825,46,1,40-49,4,High-Value Omnichannel Customers,-1.8673658858017657,0.30503782861418866,0,0.9953253204818172,Low-Value Customers
10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,4892,319,1,70+,5,Low-Engagement Mature Customers,-0.2331156201605421,0.43066291271291485,2,0.9984504389067765,Mid-Value Active Customers
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,4610,96,1,50-59,0,Recent Low-Value Customers,-1.1952380570036052,-1.1705750979736347,0,0.7745540285901056,Low-Value Customers
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58,4582,1062,0,50-59,2,High-Value Store Loyalists,1.3235068625753825,-1.1018792134230726,1,0.8919670262814635,High-Value Store Customers
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,4773,232,1,70+,5,Low-Engagement Mature Customers,0.3920636850852993,0.8005332328548675,2,0.8947603111253313,Mid-Value Active Customers
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44,4636,76,1,40-49,4,High-Value Omnichannel Customers,-1.9541416725332628,0.38452528705940364,0,0.9970560119331051,Low-Value Customers
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,4682,54,1,40-49,0,Recent Low-Value Customers,-2.0386076944376015,-0.34104572593785526,0,0.9830954154302595,Low-Value Customers
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,5140,201,1,50-59,0,Recent Low-Value Customers,-1.0421851955022972,-0.5245428886480099,2,0.9998457626779741,Mid-Value Active Customers
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41,5026,406,1,40-49,0,Recent Low-Value Customers,-1.0615827844022758,-0.5016206842123968,2,0.5186073594730244,Mid-Value Active Customers
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,4774,1919,0,40-49,3,Dormant / Disengaged Customers,2.308151111201302,-1.3881479153149874,1,0.9882374991238043,High-Value Store Customers
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49,4838,662,1,40-49,3,Dormant / Disengaged Customers,0.6606229693703485,0.3798900146500223,1,0.9982531484059265,High-Value Store Customers
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35,4561,41,1,30-39,4,High-Value Omnichannel Customers,-1.7319529258623516,1.5870736847502787,0,0.9988986272195919,Low-Value Customers
10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61,4621,1600,0,60-69,1,High-Value At-Risk Customers,1.786764378785924,1.345887811718114,1,0.9991081624110318,High-Value Store Customers
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45,4656,134,1,40-49,4,High-Value Omnichannel Customers,-1.1234571011247367,0.6970782099090281,2,0.9399265856842041,Mid-Value Active Customers
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57,4602,69,2,50-59,0,Recent Low-Value Customers,-2.170756938849687,-0.2150520163848972,0,0.9463433159678137,Low-Value Customers
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,4540,21,2,50-59,0,Recent Low-Value Customers,-1.944121223060676,-0.24886385179738207,0,0.9891795984846921,Low-Value Customers
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62,4538,54,2,60-69,4,High-Value Omnichannel Customers,-1.0853811811984257,1.9004692732765982,0,0.9838535032360506,Low-Value Customers
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36,4530,91,1,30-39,0,Recent Low-Value Customers,-2.230122882937411,-1.7498018359361958,0,0.9686466126463203,Low-Value Customers
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54,4590,526,1,50-59,2,High-Value Store Loyalists,0.5366905651007758,0.4036126295965089,2,0.9734025460740678,Mid-Value Active Customers
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62,4885,162,0,60-69,4,High-Value Omnichannel Customers,-1.9695893915895568,0.6733873331920142,2,0.9996073970277838,Mid-Value Active Customers
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,4683,1008,0,70+,1,High-Value At-Risk Customers,2.6922406059770445,-0.7075197175487671,1,0.9993940675643707,High-Value Store Customers
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73,5103,240,2,70+,5,Low-Engagement Mature Customers,-0.8097746500150933,-0.10502897293388792,2,0.9988906376434102,Mid-Value Active Customers
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47,4933,795,1,40-49,2,High-Value Store Loyalists,1.159212236812594,-0.13630763832792725,1,0.9905392364203319,High-Value Store Customers
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,43,4898,1772,0,40-49,3,Dormant / Disengaged Customers,2.1436305112921987,-0.42982324948932815,1,0.9960269566430334,High-Value Store Customers
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,4778,64,0,50-59,0,Recent Low-Value Customers,-1.663247430549162,-0.45145478003564954,0,0.999995458473507,Low-Value Customers
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66,4851,1957,1,60-69,1,High-Value At-Risk Customers,1.6836328110715806,0.3631168751190735,3,0.9999999730219237,High-Value Omnichannel Customers
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,4741,78,1,40-49,0,Recent Low-Value Customers,-1.4216333245455108,-1.2004240994411197,0,0.9926761313537051,Low-Value Customers
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45,4826,1572,0,40-49,3,Dormant / Disengaged Customers,2.1784735536552584,0.8877880288206987,1,0.9885179190404172,High-Value Store Customers
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54,4817,795,1,50-59,2,High-Value Store Loyalists,2.2565707197942744,-1.5788530976797461,1,0.9718125317120033,High-Value Store Customers
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,4613,889,1,50-59,2,High-Value Store Loyalists,1.7669929177791983,-1.3199043287619874,1,0.9937827501176822,High-Value Store Customers
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62,4684,331,1,60-69,5,Low-Engagement Mature Customers,0.15046810524784168,-0.8244237554172062,2,0.9590351101701168,Mid-Value Active Customers
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75,4470,265,1,70+,5,Low-Engagement Mature Customers,-0.11850745656120838,0.4492538713828677,2,0.9974608828257445,Mid-Value Active Customers
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,5019,1065,1,60-69,2,High-Value Store Loyalists,0.789330739004163,0.6596225460242146,3,0.9999999999997122,High-Value Omnichannel Customers
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,4743,11,2,70+,5,Low-Engagement Mature Customers,-1.6285776987877374,0.9424938883233095,0,0.9631305174638464,Low-Value Customers
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,4807,21,1,40-49,0,Recent Low-Value Customers,-1.7742029321111235,0.07648001973266846,0,0.9622875944204959,Low-Value Customers
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,5017,17,2,50-59,0,Recent Low-Value Customers,-2.006432489562298,-0.7230310041002235,0,0.9780508430499166,Low-Value Customers
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,5103,369,1,50-59,0,Recent Low-Value Customers,-0.5066249030161165,-0.9315179296024891,2,0.9989513425067621,Mid-Value Active Customers
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57,4601,38,2,50-59,4,High-Value Omnichannel Customers,-1.803760303759926,0.48184370995385245,0,0.9876593331599022,Low-Value Customers
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47,4737,177,1,40-49,0,Recent Low-Value Customers,-1.5655515920615568,-0.5575198231536413,2,0.9996580619619858,Mid-Value Active Customers
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55,4780,279,1,50-59,5,Low-Engagement Mature Customers,-0.014061565012387941,-0.6981233219875288,2,0.9978278846810518,Mid-Value Active Customers
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,4718,62,1,40-49,0,Recent Low-Value Customers,-1.9917648558588708,0.06720483469692662,0,0.9871308416984116,Low-Value Customers
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48,4962,1230,1,40-49,3,Dormant / Disengaged Customers,1.2268664298493606,-0.9838939735372915,1,0.9480716537471512,High-Value Store Customers
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57,4537,182,2,50-59,0,Recent Low-Value Customers,-1.0549141270528728,-1.3108370950275752,2,0.9995887712572505,Mid-Value Active Customers
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55,4758,49,2,50-59,0,Recent Low-Value Customers,-2.1836693708014456,-0.2406764235534837,0,0.9992354434951853,Low-Value Customers
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59,4734,75,2,50-59,5,Low-Engagement Mature Customers,-0.9969436328074273,0.0316107009274924,0,0.8315376618159281,Low-Value Customers
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,4803,227,2,60-69,4,High-Value Omnichannel Customers,-0.6426909649176565,1.1114871252910763,2,0.9995859138533267,Mid-Value Active Customers
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51,5044,215,2,50-59,4,High-Value Omnichannel Customers,-0.7421916110203659,0.44757867174686816,2,0.9998258922978288,Mid-Value Active Customers
5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74,4916,444,1,70+,2,High-Value Store Loyalists,-0.27445453363563516,0.15368718507313053,2,0.996971263541025,Mid-Value Active Customers
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,4700,47,2,50-59,4,High-Value Omnichannel Customers,-1.7624250599619888,0.27077314659323465,0,0.9996169320247915,Low-Value Customers
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74,4888,143,0,70+,5,Low-Engagement Mature Customers,-1.5820317307160332,0.4724864820244711,2,0.9998085845894297,Mid-Value Active Customers
5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,4535,55,1,40-49,4,High-Value Omnichannel Customers,-1.6653261051571429,0.5374986449042833,0,0.9663441453474089,Low-Value Customers
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54,4520,63,2,50-59,0,Recent Low-Value Customers,-1.30983757368143,-0.8447580335937633,0,0.9999740260947199,Low-Value Customers
9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70,5092,1867,0,60-69,1,High-Value At-Risk Customers,2.115035509556906,0.8375443189898026,1,0.9895735854046821,High-Value Store Customers
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64,4736,611,1,60-69,1,High-Value At-Risk Customers,1.396433962910128,1.167483547942409,1,0.9858630829378431,High-Value Store Customers
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70,4491,473,1,60-69,2,High-Value Store Loyalists,0.37745862820886755,-1.80362724701786,2,0.9951645696288283,Mid-Value Active Customers
4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66,4761,55,0,60-69,4,High-Value Omnichannel Customers,-1.4761332552896576,2.0028373427971697,0,0.9980782199860244,Low-Value Customers
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41,5073,81,1,40-49,0,Recent Low-Value Customers,-1.9569300619012049,-0.2792662945266705,0,0.8664945864665233,Low-Value Customers
